time_step,eval_return_mean,eval_std_mean,timestamp
0,-635.5275914703043,55.350422607110914,2022-01-13 10:04:00
10000,-542.7518479871387,114.15342061737515,2022-01-13 10:04:24
20000,-217.128449838899,11.247501744247824,2022-01-13 10:07:49
30000,-231.1302057286649,52.31954662173954,2022-01-13 10:11:08
40000,-287.5037196901251,37.689315615925636,2022-01-13 10:14:27
50000,-312.9475653211442,38.03671661306986,2022-01-13 10:17:46
60000,-295.72153296174116,27.694102131968403,2022-01-13 10:21:04
70000,-290.9942102578117,68.91837763418202,2022-01-13 10:24:23
80000,-272.60361614260967,79.55273447619834,2022-01-13 10:27:41
90000,-250.7421436899608,20.22096004758151,2022-01-13 10:31:02
100000,-279.77388194037985,69.82458605984307,2022-01-13 10:34:21
110000,-336.5031498417951,55.34805760812237,2022-01-13 10:37:43
120000,-276.9313249774212,32.77680370449831,2022-01-13 10:41:04
130000,-215.4000544976593,63.85952701352865,2022-01-13 10:44:27
140000,-182.5617863029227,48.13809361671902,2022-01-13 10:47:52
150000,-256.4785981410195,60.9609306903804,2022-01-13 10:51:15
160000,-198.9466270212469,54.045364326706746,2022-01-13 10:54:39
170000,-272.2767380097923,34.61646966462397,2022-01-13 10:58:04
180000,-271.5384569658565,11.827138989023089,2022-01-13 11:01:29
190000,-238.35105025316003,48.17203839212683,2022-01-13 11:04:53
200000,-162.83496405657243,27.175098864518013,2022-01-13 11:08:16
210000,-244.72494926233702,43.04665540372749,2022-01-13 11:11:40
220000,-198.31920007450208,45.05521845573898,2022-01-13 11:15:05
230000,-203.4099260402575,20.363279781769563,2022-01-13 11:18:29
240000,-253.11843762497264,27.638425907477817,2022-01-13 11:21:57
250000,-220.05246508521364,49.48678588889279,2022-01-13 11:25:26
260000,-195.2252184870336,58.2975560831935,2022-01-13 11:28:55
270000,-208.28651019880954,45.563200860992566,2022-01-13 11:32:20
280000,-170.34037444590598,38.91239754083647,2022-01-13 11:35:48
290000,-227.84798253575687,19.389793820099836,2022-01-13 11:39:15
300000,-148.61295525149436,29.86337120825188,2022-01-13 11:42:43
310000,-146.07117739549466,47.62580852203005,2022-01-13 11:46:10
320000,-180.29290962124531,35.47068010569772,2022-01-13 11:49:36
330000,-177.791773124053,41.36627724332296,2022-01-13 11:53:04
340000,-206.34041947213228,34.1147892125548,2022-01-13 11:56:29
350000,-232.15627255563527,47.453488739241756,2022-01-13 11:59:56
360000,-203.3914268826436,46.83605076822626,2022-01-13 12:03:25
370000,-152.8726533785594,11.525832732378776,2022-01-13 12:06:52
380000,-177.25463237472502,45.91093973655864,2022-01-13 12:10:20
390000,-157.2711260105108,15.227574120167176,2022-01-13 12:13:49
400000,-149.9155097370679,67.31672631305653,2022-01-13 12:17:17
410000,-171.13117190323158,59.42849062971116,2022-01-13 12:20:44
420000,-180.72992578550233,25.39872548447408,2022-01-13 12:24:11
430000,-178.98207216813972,9.081785160551636,2022-01-13 12:27:38
440000,-221.6979943335115,34.09783196100644,2022-01-13 12:31:05
450000,-202.22745347502934,27.211465034241172,2022-01-13 12:34:32
460000,-168.69223768183343,24.75090161405075,2022-01-13 12:37:58
470000,-107.59237806222032,53.48406709623018,2022-01-13 12:41:27
480000,-161.7590843139013,54.42135206650985,2022-01-13 12:44:57
490000,-129.75368203660736,36.34625171594887,2022-01-13 12:48:25
500000,-68.30690962894327,50.848422906528526,2022-01-13 12:51:56
510000,-169.24655997446044,63.15069406384402,2022-01-13 12:55:23
520000,-131.7817070444116,50.65749551727033,2022-01-13 12:58:52
530000,-138.70844159666476,65.23843207688074,2022-01-13 13:02:21
540000,-175.51255858929864,41.00557903291636,2022-01-13 13:05:50
550000,-138.50392119377418,41.65957082053161,2022-01-13 13:09:15
560000,-119.75613284061804,81.77993669362387,2022-01-13 13:12:45
570000,-113.3564190322847,33.37510332274216,2022-01-13 13:16:13
