time_step,eval_return_mean,eval_std_mean,timestamp
0,-1697.5955826983522,189.20080987496274,2021-12-03 02:27:29
10000,-1465.0992749232255,124.43206206840202,2021-12-03 02:27:34
20000,-811.0873138900517,225.48624398029042,2021-12-03 02:29:59
